halite_config_setting_divisor,collect_smoothed_multiplier,collect_actual_multiplier,collect_less_halite_ships_multiplier_base,collect_base_nearest_distance_exponent,return_base_multiplier,return_base_less_halite_ships_multiplier_base,early_game_return_base_additional_multiplier,early_game_return_boost_step,end_game_return_base_additional_multiplier,establish_base_smoothed_multiplier,establish_first_base_smoothed_multiplier_correction,establish_base_deposit_multiplier,establish_base_less_halite_ships_multiplier_base,max_attackers_per_base,attack_base_multiplier,attack_base_less_halite_ships_multiplier_base,attack_base_halite_sum_multiplier,attack_base_run_enemy_multiplier,attack_base_catch_enemy_multiplier,collect_run_enemy_multiplier,return_base_run_enemy_multiplier,establish_base_run_enemy_multiplier,collect_catch_enemy_multiplier,return_base_catch_enemy_multiplier,establish_base_catch_enemy_multiplier,two_step_avoid_boxed_enemy_multiplier_base,n_step_avoid_boxed_enemy_multiplier_base,ignore_catch_prob,max_ships,max_spawns_per_step,nearby_ship_halite_spawn_constant,nearby_halite_spawn_constant,remaining_budget_spawn_constant,spawn_score_threshold,boxed_in_halite_convert_divisor,n_step_avoid_min_die_prob_cutoff,n_step_avoid_window_size,influence_map_base_weight,influence_map_min_ship_weight,influence_weights_additional_multiplier,influence_weights_exponent,max_spawn_relative_step_divisor,terminal_num_ships,terminal_num_bases,episode_reward,terminal_halite,Iteration Id,First in iteration
1.00000000004861,0.137142463502205,11.9134563039696,0.578238564064889,0.291705836741812,11.8834930625958,0.836096059477991,1.40293727016441,177,7.9670929525332,0.085862845813494,1.77625324282051,0.520913688567121,0.92965869146044,-1,39.1633568649913,0.973424963686034,1.35256321991176,0.778784047201902,1.93096064682922,6.65114906852397,2.83842712349303,3.91535137478791,0.353555275567456,1.0115368367726,0.515350100727903,0.988049950080532,0.655760041053795,0.41977484789403,20,2,2.88768860329081,15.9741012104005,0.200000699196794,0.080253139182562,4.87664951259673,0.086037977113972,6,1.81020977453938,0.112323118516896,4.75548638353056,8.73290301406814,100.000643856747,18,1,1,8499,0,FALSE
1.00000000004861,0.137142463502205,11.9134563039696,0.578238564064889,0.291705836741812,11.8834930625958,0.836096059477991,1.40293727016441,177,7.9670929525332,0.085862845813494,1.77625324282051,0.520913688567121,0.92965869146044,-1,39.1633568649913,0.973424963686034,1.35256321991176,0.778784047201902,1.93096064682922,6.65114906852397,2.83842712349303,3.91535137478791,0.353555275567456,1.0115368367726,0.515350100727903,0.988049950080532,0.655760041053795,0.41977484789403,20,2,2.88768860329081,15.9741012104005,0.200000699196794,0.080253139182562,4.87664951259673,0.086037977113972,6,1.81020977453938,0.112323118516896,4.75548638353056,8.73290301406814,100.000643856747,18,1,1,32019,0,FALSE
1.00000000004861,0.137142463502205,11.9134563039696,0.578238564064889,0.291705836741812,11.8834930625958,0.836096059477991,1.40293727016441,177,7.9670929525332,0.085862845813494,1.77625324282051,0.520913688567121,0.92965869146044,-1,39.1633568649913,0.973424963686034,1.35256321991176,0.778784047201902,1.93096064682922,6.65114906852397,2.83842712349303,3.91535137478791,0.353555275567456,1.0115368367726,0.515350100727903,0.988049950080532,0.655760041053795,0.41977484789403,20,2,2.88768860329081,15.9741012104005,0.200000699196794,0.080253139182562,4.87664951259673,0.086037977113972,6,1.81020977453938,0.112323118516896,4.75548638353056,8.73290301406814,100.000643856747,13,2,1,8673,0,FALSE
1.00000000004861,0.137142463502205,11.9134563039696,0.578238564064889,0.291705836741812,11.8834930625958,0.836096059477991,1.40293727016441,177,7.9670929525332,0.085862845813494,1.77625324282051,0.520913688567121,0.92965869146044,-1,39.1633568649913,0.973424963686034,1.35256321991176,0.778784047201902,1.93096064682922,6.65114906852397,2.83842712349303,3.91535137478791,0.353555275567456,1.0115368367726,0.515350100727903,0.988049950080532,0.655760041053795,0.41977484789403,20,2,2.88768860329081,15.9741012104005,0.200000699196794,0.080253139182562,4.87664951259673,0.086037977113972,6,1.81020977453938,0.112323118516896,4.75548638353056,8.73290301406814,100.000643856747,17,1,1,18018,0,FALSE
1.00000000004861,0.137142463502205,11.9134563039696,0.578238564064889,0.291705836741812,11.8834930625958,0.836096059477991,1.40293727016441,177,7.9670929525332,0.085862845813494,1.77625324282051,0.520913688567121,0.92965869146044,-1,39.1633568649913,0.973424963686034,1.35256321991176,0.778784047201902,1.93096064682922,6.65114906852397,2.83842712349303,3.91535137478791,0.353555275567456,1.0115368367726,0.515350100727903,0.988049950080532,0.655760041053795,0.41977484789403,20,2,2.88768860329081,15.9741012104005,0.200000699196794,0.080253139182562,4.87664951259673,0.086037977113972,6,1.81020977453938,0.112323118516896,4.75548638353056,8.73290301406814,100.000643856747,20,7,0.666666666666667,26719,0,FALSE
1.00000000004861,0.137142463502205,11.9134563039696,0.578238564064889,0.291705836741812,11.8834930625958,0.836096059477991,1.40293727016441,177,7.9670929525332,0.085862845813494,1.77625324282051,0.520913688567121,0.92965869146044,-1,39.1633568649913,0.973424963686034,1.35256321991176,0.778784047201902,1.93096064682922,6.65114906852397,2.83842712349303,3.91535137478791,0.353555275567456,1.0115368367726,0.515350100727903,0.988049950080532,0.655760041053795,0.41977484789403,20,2,2.88768860329081,15.9741012104005,0.200000699196794,0.080253139182562,4.87664951259673,0.086037977113972,6,1.81020977453938,0.112323118516896,4.75548638353056,8.73290301406814,100.000643856747,20,2,1,6131,0,FALSE
1.00000000004861,0.137142463502205,11.9134563039696,0.578238564064889,0.291705836741812,11.8834930625958,0.836096059477991,1.40293727016441,177,7.9670929525332,0.085862845813494,1.77625324282051,0.520913688567121,0.92965869146044,-1,39.1633568649913,0.973424963686034,1.35256321991176,0.778784047201902,1.93096064682922,6.65114906852397,2.83842712349303,3.91535137478791,0.353555275567456,1.0115368367726,0.515350100727903,0.988049950080532,0.655760041053795,0.41977484789403,20,2,2.88768860329081,15.9741012104005,0.200000699196794,0.080253139182562,4.87664951259673,0.086037977113972,6,1.81020977453938,0.112323118516896,4.75548638353056,8.73290301406814,100.000643856747,16,2,1,17020,0,FALSE
1.00000000004861,0.137142463502205,11.9134563039696,0.578238564064889,0.291705836741812,11.8834930625958,0.836096059477991,1.40293727016441,177,7.9670929525332,0.085862845813494,1.77625324282051,0.520913688567121,0.92965869146044,-1,39.1633568649913,0.973424963686034,1.35256321991176,0.778784047201902,1.93096064682922,6.65114906852397,2.83842712349303,3.91535137478791,0.353555275567456,1.0115368367726,0.515350100727903,0.988049950080532,0.655760041053795,0.41977484789403,20,2,2.88768860329081,15.9741012104005,0.200000699196794,0.080253139182562,4.87664951259673,0.086037977113972,6,1.81020977453938,0.112323118516896,4.75548638353056,8.73290301406814,100.000643856747,16,10,1,28993,0,FALSE
1.00000000004861,0.137142463502205,11.9134563039696,0.578238564064889,0.291705836741812,11.8834930625958,0.836096059477991,1.40293727016441,177,7.9670929525332,0.085862845813494,1.77625324282051,0.520913688567121,0.92965869146044,-1,39.1633568649913,0.973424963686034,1.35256321991176,0.778784047201902,1.93096064682922,6.65114906852397,2.83842712349303,3.91535137478791,0.353555275567456,1.0115368367726,0.515350100727903,0.988049950080532,0.655760041053795,0.41977484789403,20,2,2.88768860329081,15.9741012104005,0.200000699196794,0.080253139182562,4.87664951259673,0.086037977113972,6,1.81020977453938,0.112323118516896,4.75548638353056,8.73290301406814,100.000643856747,15,8,1,38513,0,FALSE
1.00000000004861,0.137142463502205,11.9134563039696,0.578238564064889,0.291705836741812,11.8834930625958,0.836096059477991,1.40293727016441,177,7.9670929525332,0.085862845813494,1.77625324282051,0.520913688567121,0.92965869146044,-1,39.1633568649913,0.973424963686034,1.35256321991176,0.778784047201902,1.93096064682922,6.65114906852397,2.83842712349303,3.91535137478791,0.353555275567456,1.0115368367726,0.515350100727903,0.988049950080532,0.655760041053795,0.41977484789403,20,2,2.88768860329081,15.9741012104005,0.200000699196794,0.080253139182562,4.87664951259673,0.086037977113972,6,1.81020977453938,0.112323118516896,4.75548638353056,8.73290301406814,100.000643856747,18,3,1,20828,0,FALSE
1.00000000004861,0.137142463502205,11.9134563039696,0.578238564064889,0.291705836741812,11.8834930625958,0.836096059477991,1.40293727016441,177,7.9670929525332,0.085862845813494,1.77625324282051,0.520913688567121,0.92965869146044,-1,39.1633568649913,0.973424963686034,1.35256321991176,0.778784047201902,1.93096064682922,6.65114906852397,2.83842712349303,3.91535137478791,0.353555275567456,1.0115368367726,0.515350100727903,0.988049950080532,0.655760041053795,0.41977484789403,20,2,2.88768860329081,15.9741012104005,0.200000699196794,0.080253139182562,4.87664951259673,0.086037977113972,6,1.81020977453938,0.112323118516896,4.75548638353056,8.73290301406814,100.000643856747,17,1,1,10277,0,FALSE
1.00000000004861,0.137142463502205,11.9134563039696,0.578238564064889,0.291705836741812,11.8834930625958,0.836096059477991,1.40293727016441,177,7.9670929525332,0.085862845813494,1.77625324282051,0.520913688567121,0.92965869146044,-1,39.1633568649913,0.973424963686034,1.35256321991176,0.778784047201902,1.93096064682922,6.65114906852397,2.83842712349303,3.91535137478791,0.353555275567456,1.0115368367726,0.515350100727903,0.988049950080532,0.655760041053795,0.41977484789403,20,2,2.88768860329081,15.9741012104005,0.200000699196794,0.080253139182562,4.87664951259673,0.086037977113972,6,1.81020977453938,0.112323118516896,4.75548638353056,8.73290301406814,100.000643856747,18,1,1,4004,0,FALSE
1.00000000004861,0.137142463502205,11.9134563039696,0.578238564064889,0.291705836741812,11.8834930625958,0.836096059477991,1.40293727016441,177,7.9670929525332,0.085862845813494,1.77625324282051,0.520913688567121,0.92965869146044,-1,39.1633568649913,0.973424963686034,1.35256321991176,0.778784047201902,1.93096064682922,6.65114906852397,2.83842712349303,3.91535137478791,0.353555275567456,1.0115368367726,0.515350100727903,0.988049950080532,0.655760041053795,0.41977484789403,20,2,2.88768860329081,15.9741012104005,0.200000699196794,0.080253139182562,4.87664951259673,0.086037977113972,6,1.81020977453938,0.112323118516896,4.75548638353056,8.73290301406814,100.000643856747,15,8,1,50522,0,FALSE
1.00000000004861,0.137142463502205,11.9134563039696,0.578238564064889,0.291705836741812,11.8834930625958,0.836096059477991,1.40293727016441,177,7.9670929525332,0.085862845813494,1.77625324282051,0.520913688567121,0.92965869146044,-1,39.1633568649913,0.973424963686034,1.35256321991176,0.778784047201902,1.93096064682922,6.65114906852397,2.83842712349303,3.91535137478791,0.353555275567456,1.0115368367726,0.515350100727903,0.988049950080532,0.655760041053795,0.41977484789403,20,2,2.88768860329081,15.9741012104005,0.200000699196794,0.080253139182562,4.87664951259673,0.086037977113972,6,1.81020977453938,0.112323118516896,4.75548638353056,8.73290301406814,100.000643856747,19,1,1,9855,0,FALSE
1.00000000004861,0.137142463502205,11.9134563039696,0.578238564064889,0.291705836741812,11.8834930625958,0.836096059477991,1.40293727016441,177,7.9670929525332,0.085862845813494,1.77625324282051,0.520913688567121,0.92965869146044,-1,39.1633568649913,0.973424963686034,1.35256321991176,0.778784047201902,1.93096064682922,6.65114906852397,2.83842712349303,3.91535137478791,0.353555275567456,1.0115368367726,0.515350100727903,0.988049950080532,0.655760041053795,0.41977484789403,20,2,2.88768860329081,15.9741012104005,0.200000699196794,0.080253139182562,4.87664951259673,0.086037977113972,6,1.81020977453938,0.112323118516896,4.75548638353056,8.73290301406814,100.000643856747,18,4,0.666666666666667,25989,0,FALSE
1.00000000004861,0.137142463502205,11.9134563039696,0.578238564064889,0.291705836741812,11.8834930625958,0.836096059477991,1.40293727016441,177,7.9670929525332,0.085862845813494,1.77625324282051,0.520913688567121,0.92965869146044,-1,39.1633568649913,0.973424963686034,1.35256321991176,0.778784047201902,1.93096064682922,6.65114906852397,2.83842712349303,3.91535137478791,0.353555275567456,1.0115368367726,0.515350100727903,0.988049950080532,0.655760041053795,0.41977484789403,20,2,2.88768860329081,15.9741012104005,0.200000699196794,0.080253139182562,4.87664951259673,0.086037977113972,6,1.81020977453938,0.112323118516896,4.75548638353056,8.73290301406814,100.000643856747,19,2,1,17956,0,FALSE
1.00000000004861,0.137142463502205,11.9134563039696,0.578238564064889,0.291705836741812,11.8834930625958,0.836096059477991,1.40293727016441,177,7.9670929525332,0.085862845813494,1.77625324282051,0.520913688567121,0.92965869146044,-1,39.1633568649913,0.973424963686034,1.35256321991176,0.778784047201902,1.93096064682922,6.65114906852397,2.83842712349303,3.91535137478791,0.353555275567456,1.0115368367726,0.515350100727903,0.988049950080532,0.655760041053795,0.41977484789403,20,2,2.88768860329081,15.9741012104005,0.200000699196794,0.080253139182562,4.87664951259673,0.086037977113972,6,1.81020977453938,0.112323118516896,4.75548638353056,8.73290301406814,100.000643856747,17,3,1,13257,0,FALSE
1.00000000004861,0.137142463502205,11.9134563039696,0.578238564064889,0.291705836741812,11.8834930625958,0.836096059477991,1.40293727016441,177,7.9670929525332,0.085862845813494,1.77625324282051,0.520913688567121,0.92965869146044,-1,39.1633568649913,0.973424963686034,1.35256321991176,0.778784047201902,1.93096064682922,6.65114906852397,2.83842712349303,3.91535137478791,0.353555275567456,1.0115368367726,0.515350100727903,0.988049950080532,0.655760041053795,0.41977484789403,20,2,2.88768860329081,15.9741012104005,0.200000699196794,0.080253139182562,4.87664951259673,0.086037977113972,6,1.81020977453938,0.112323118516896,4.75548638353056,8.73290301406814,100.000643856747,20,1,1,27701,0,FALSE
1.00000000004861,0.137142463502205,11.9134563039696,0.578238564064889,0.291705836741812,11.8834930625958,0.836096059477991,1.40293727016441,177,7.9670929525332,0.085862845813494,1.77625324282051,0.520913688567121,0.92965869146044,-1,39.1633568649913,0.973424963686034,1.35256321991176,0.778784047201902,1.93096064682922,6.65114906852397,2.83842712349303,3.91535137478791,0.353555275567456,1.0115368367726,0.515350100727903,0.988049950080532,0.655760041053795,0.41977484789403,20,2,2.88768860329081,15.9741012104005,0.200000699196794,0.080253139182562,4.87664951259673,0.086037977113972,6,1.81020977453938,0.112323118516896,4.75548638353056,8.73290301406814,100.000643856747,20,1,1,14787,0,FALSE
1.00000000004861,0.137142463502205,11.9134563039696,0.578238564064889,0.291705836741812,11.8834930625958,0.836096059477991,1.40293727016441,177,7.9670929525332,0.085862845813494,1.77625324282051,0.520913688567121,0.92965869146044,-1,39.1633568649913,0.973424963686034,1.35256321991176,0.778784047201902,1.93096064682922,6.65114906852397,2.83842712349303,3.91535137478791,0.353555275567456,1.0115368367726,0.515350100727903,0.988049950080532,0.655760041053795,0.41977484789403,20,2,2.88768860329081,15.9741012104005,0.200000699196794,0.080253139182562,4.87664951259673,0.086037977113972,6,1.81020977453938,0.112323118516896,4.75548638353056,8.73290301406814,100.000643856747,16,2,1,55243,0,FALSE
1.00000000004861,0.137142463502205,11.9134563039696,0.578238564064889,0.291705836741812,11.8834930625958,0.836096059477991,1.40293727016441,177,7.9670929525332,0.085862845813494,1.77625324282051,0.520913688567121,0.92965869146044,-1,39.1633568649913,0.973424963686034,1.35256321991176,0.778784047201902,1.93096064682922,6.65114906852397,2.83842712349303,3.91535137478791,0.353555275567456,1.0115368367726,0.515350100727903,0.988049950080532,0.655760041053795,0.41977484789403,20,2,2.88768860329081,15.9741012104005,0.200000699196794,0.080253139182562,4.87664951259673,0.086037977113972,6,1.81020977453938,0.112323118516896,4.75548638353056,8.73290301406814,100.000643856747,18,3,0.666666666666667,11174,0,FALSE
1.00000000004861,0.137142463502205,11.9134563039696,0.578238564064889,0.291705836741812,11.8834930625958,0.836096059477991,1.40293727016441,177,7.9670929525332,0.085862845813494,1.77625324282051,0.520913688567121,0.92965869146044,-1,39.1633568649913,0.973424963686034,1.35256321991176,0.778784047201902,1.93096064682922,6.65114906852397,2.83842712349303,3.91535137478791,0.353555275567456,1.0115368367726,0.515350100727903,0.988049950080532,0.655760041053795,0.41977484789403,20,2,2.88768860329081,15.9741012104005,0.200000699196794,0.080253139182562,4.87664951259673,0.086037977113972,6,1.81020977453938,0.112323118516896,4.75548638353056,8.73290301406814,100.000643856747,17,3,1,29938,0,FALSE
1.00000000004861,0.137142463502205,11.9134563039696,0.578238564064889,0.291705836741812,11.8834930625958,0.836096059477991,1.40293727016441,177,7.9670929525332,0.085862845813494,1.77625324282051,0.520913688567121,0.92965869146044,-1,39.1633568649913,0.973424963686034,1.35256321991176,0.778784047201902,1.93096064682922,6.65114906852397,2.83842712349303,3.91535137478791,0.353555275567456,1.0115368367726,0.515350100727903,0.988049950080532,0.655760041053795,0.41977484789403,20,2,2.88768860329081,15.9741012104005,0.200000699196794,0.080253139182562,4.87664951259673,0.086037977113972,6,1.81020977453938,0.112323118516896,4.75548638353056,8.73290301406814,100.000643856747,20,1,1,14464,0,FALSE
1.00000000004861,0.137142463502205,11.9134563039696,0.578238564064889,0.291705836741812,11.8834930625958,0.836096059477991,1.40293727016441,177,7.9670929525332,0.085862845813494,1.77625324282051,0.520913688567121,0.92965869146044,-1,39.1633568649913,0.973424963686034,1.35256321991176,0.778784047201902,1.93096064682922,6.65114906852397,2.83842712349303,3.91535137478791,0.353555275567456,1.0115368367726,0.515350100727903,0.988049950080532,0.655760041053795,0.41977484789403,20,2,2.88768860329081,15.9741012104005,0.200000699196794,0.080253139182562,4.87664951259673,0.086037977113972,6,1.81020977453938,0.112323118516896,4.75548638353056,8.73290301406814,100.000643856747,20,2,1,45775,0,FALSE
1.00000000004861,0.137142463502205,11.9134563039696,0.578238564064889,0.291705836741812,11.8834930625958,0.836096059477991,1.40293727016441,177,7.9670929525332,0.085862845813494,1.77625324282051,0.520913688567121,0.92965869146044,-1,39.1633568649913,0.973424963686034,1.35256321991176,0.778784047201902,1.93096064682922,6.65114906852397,2.83842712349303,3.91535137478791,0.353555275567456,1.0115368367726,0.515350100727903,0.988049950080532,0.655760041053795,0.41977484789403,20,2,2.88768860329081,15.9741012104005,0.200000699196794,0.080253139182562,4.87664951259673,0.086037977113972,6,1.81020977453938,0.112323118516896,4.75548638353056,8.73290301406814,100.000643856747,14,1,1,13911,0,FALSE
1.00000000004861,0.137142463502205,11.9134563039696,0.578238564064889,0.291705836741812,11.8834930625958,0.836096059477991,1.40293727016441,177,7.9670929525332,0.085862845813494,1.77625324282051,0.520913688567121,0.92965869146044,-1,39.1633568649913,0.973424963686034,1.35256321991176,0.778784047201902,1.93096064682922,6.65114906852397,2.83842712349303,3.91535137478791,0.353555275567456,1.0115368367726,0.515350100727903,0.988049950080532,0.655760041053795,0.41977484789403,20,2,2.88768860329081,15.9741012104005,0.200000699196794,0.080253139182562,4.87664951259673,0.086037977113972,6,1.81020977453938,0.112323118516896,4.75548638353056,8.73290301406814,100.000643856747,15,6,1,16092,0,FALSE
1.00000000004861,0.137142463502205,11.9134563039696,0.578238564064889,0.291705836741812,11.8834930625958,0.836096059477991,1.40293727016441,177,7.9670929525332,0.085862845813494,1.77625324282051,0.520913688567121,0.92965869146044,-1,39.1633568649913,0.973424963686034,1.35256321991176,0.778784047201902,1.93096064682922,6.65114906852397,2.83842712349303,3.91535137478791,0.353555275567456,1.0115368367726,0.515350100727903,0.988049950080532,0.655760041053795,0.41977484789403,20,2,2.88768860329081,15.9741012104005,0.200000699196794,0.080253139182562,4.87664951259673,0.086037977113972,6,1.81020977453938,0.112323118516896,4.75548638353056,8.73290301406814,100.000643856747,18,2,1,17946,0,FALSE
1.00000000004861,0.137142463502205,11.9134563039696,0.578238564064889,0.291705836741812,11.8834930625958,0.836096059477991,1.40293727016441,177,7.9670929525332,0.085862845813494,1.77625324282051,0.520913688567121,0.92965869146044,-1,39.1633568649913,0.973424963686034,1.35256321991176,0.778784047201902,1.93096064682922,6.65114906852397,2.83842712349303,3.91535137478791,0.353555275567456,1.0115368367726,0.515350100727903,0.988049950080532,0.655760041053795,0.41977484789403,20,2,2.88768860329081,15.9741012104005,0.200000699196794,0.080253139182562,4.87664951259673,0.086037977113972,6,1.81020977453938,0.112323118516896,4.75548638353056,8.73290301406814,100.000643856747,17,1,1,6138,0,FALSE
